SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Public School,9323027,Ecole de l'Anse-au-sable,Standard,8,17,192
2011/2012,BC Public School,9323027,Ecole de l'Anse-au-sable,Standard,9,16,192
2011/2012,BC Public School,9323027,Ecole de l'Anse-au-sable,Standard,10,11,192
2011/2012,BC Public School,9323027,Ecole de l'Anse-au-sable,Standard,11,Msk,192
2011/2012,BC Public School,9323027,Ecole de l'Anse-au-sable,Standard,KF,13,192
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,1,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,2,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,3,11,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,4,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,5,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,6,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,7,Msk,45
2011/2012,BC Public School,9324064,Ecole des Collines d'or,Standard,KF,Msk,45
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,1,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,2,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,3,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,4,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,5,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,6,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,7,Msk,48
2011/2012,BC Public School,9333002,La Verendrye Elementary,Standard,KF,Msk,48
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,1,20,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,2,12,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,3,12,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,4,10,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,5,11,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,6,Msk,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,7,10,98
2011/2012,BC Public School,9335028,Les Voyageurs,Standard,KF,14,98
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,1,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,2,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,3,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,4,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,5,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,6,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,7,Msk,59
2011/2012,BC Public School,9337031,Ecole du Bois-Joli,Standard,KF,14,59
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,1,17,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,2,19,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,3,11,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,4,18,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,5,11,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,6,10,101
2011/2012,BC Public School,9338036,Ecole des Navigateurs,Standard,KF,15,101
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,1,45,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,2,59,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,3,45,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,4,42,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,5,49,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,6,44,345
2011/2012,BC Public School,9339092,Ecole Rose-des-Vents,Standard,KF,61,345
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,1,61,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,2,45,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,3,46,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,4,44,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,5,34,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,6,19,302
2011/2012,BC Public School,9339111,Ecole Anne Hebert Elementary,Standard,KF,53,302
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,1,36,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,2,43,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,3,44,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,4,38,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,5,39,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,6,33,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,7,27,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,8,32,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,9,16,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,10,13,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,11,15,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,12,10,385
2011/2012,BC Public School,9343092,Ecole des Pionniers,Standard,KF,39,385
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,1,44,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,2,51,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,3,33,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,4,35,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,5,40,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,6,40,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,7,21,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,8,12,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,9,Msk,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,10,Msk,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,11,Msk,322
2011/2012,BC Public School,9344004,Ecole Andre Piolat,Standard,KF,36,322
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,1,Msk,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,2,Msk,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,3,13,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,4,16,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,5,11,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,6,10,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,7,Msk,84
2011/2012,BC Public School,9346003,Ecole du Pacifique,Standard,KF,14,84
2011/2012,BC Public School,9346017,Chatelech Secondary,Standard,8,Msk,55
2011/2012,BC Public School,9346017,Chatelech Secondary,Standard,9,Msk,55
2011/2012,BC Public School,9346017,Chatelech Secondary,Standard,10,19,55
2011/2012,BC Public School,9346017,Chatelech Secondary,Standard,11,Msk,55
2011/2012,BC Public School,9346017,Chatelech Secondary,Standard,12,12,55
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,1,10,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,2,12,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,3,Msk,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,4,12,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,5,Msk,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,6,13,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,7,10,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,8,12,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,9,Msk,105
2011/2012,BC Public School,9347006,Ecole Cote du Soleil,Standard,KF,12,105
2011/2012,BC Public School,9347021,Brooks Secondary,Standard,10,Msk,16
2011/2012,BC Public School,9347021,Brooks Secondary,Standard,11,Msk,16
2011/2012,BC Public School,9347021,Brooks Secondary,Standard,12,Msk,16
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,1,18,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,2,17,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,3,12,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,4,Msk,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,5,13,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,6,Msk,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,7,Msk,99
2011/2012,BC Public School,9348008,Ecole les Aiglons,Standard,KF,25,99
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,1,10,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,2,Msk,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,3,Msk,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,4,12,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,5,Msk,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,6,12,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,7,Msk,72
2011/2012,BC Public School,9348020,Ecole la Passerelle,Standard,KF,Msk,72
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,2,Msk,24
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,3,Msk,24
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,4,Msk,24
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,5,Msk,24
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,7,Msk,24
2011/2012,BC Public School,9348024,Ecole De La Vallee De Pemberton,Standard,KF,Msk,24
2011/2012,BC Public School,9357012,Duchess Park Secondary,Standard,8,12,49
2011/2012,BC Public School,9357012,Duchess Park Secondary,Standard,9,12,49
2011/2012,BC Public School,9357012,Duchess Park Secondary,Standard,10,Msk,49
2011/2012,BC Public School,9357012,Duchess Park Secondary,Standard,11,10,49
2011/2012,BC Public School,9357012,Duchess Park Secondary,Standard,12,Msk,49
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,1,17,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,2,Msk,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,3,18,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,4,11,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,5,12,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,6,14,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,7,Msk,97
2011/2012,BC Public School,9357053,Ecole Franco-Nord,Standard,KF,13,97
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,1,61,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,2,74,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,3,53,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,4,55,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,5,56,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,6,49,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,7,43,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,8,38,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,9,38,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,10,36,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,11,21,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,12,17,611
2011/2012,BC Public School,9361060,l'ecole Victor Brodeur,Standard,KF,70,611
2011/2012,BC Public School,9368001,Programme Francophone at NDSS,Standard,8,10,55
2011/2012,BC Public School,9368001,Programme Francophone at NDSS,Standard,9,16,55
2011/2012,BC Public School,9368001,Programme Francophone at NDSS,Standard,10,11,55
2011/2012,BC Public School,9368001,Programme Francophone at NDSS,Standard,11,Msk,55
2011/2012,BC Public School,9368001,Programme Francophone at NDSS,Standard,12,Msk,55
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,1,15,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,2,14,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,3,17,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,4,Msk,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,5,17,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,6,Msk,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,7,13,107
2011/2012,BC Public School,9368067,Ecole Oceane,Standard,KF,15,107
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,1,Msk,17
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,2,Msk,17
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,3,Msk,17
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,4,Msk,17
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,5,Msk,17
2011/2012,BC Public School,9370006,Ecole Des Grands Cedres,Standard,KF,Msk,17
2011/2012,BC Public School,9372010,Ecole Carihi,Standard,10,Msk,11
2011/2012,BC Public School,9372010,Ecole Carihi,Standard,11,Msk,11
2011/2012,BC Public School,9372010,Ecole Carihi,Standard,12,Msk,11
2011/2012,BC Public School,9372014,Ecole Phoenix,Standard,7,Msk,14
2011/2012,BC Public School,9372014,Ecole Phoenix,Standard,8,Msk,14
2011/2012,BC Public School,9372014,Ecole Phoenix,Standard,9,Msk,14
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,1,Msk,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,2,12,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,3,Msk,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,4,Msk,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,5,Msk,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,6,Msk,45
2011/2012,BC Public School,9372031,Ecole mer et montagne,Standard,KF,Msk,45
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,1,12,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,2,12,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,3,11,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,4,13,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,5,12,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,6,10,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,7,10,85
2011/2012,BC Public School,9375920,Ecole des Deux-Rives,Standard,KF,Msk,85
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,1,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,2,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,3,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,4,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,5,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,6,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,7,Msk,30
2011/2012,BC Public School,9388027,Jack Cook Elementary,Standard,KF,Msk,30
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,1,49,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,2,41,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,3,44,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,4,42,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,5,50,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,6,40,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,7,48,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,8,46,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,9,27,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,10,35,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,11,20,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,12,36,511
2011/2012,BC Public School,9393002,Gabrielle-Roy,Standard,KF,33,511
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,1,10,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,2,Msk,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,3,10,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,4,Msk,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,5,Msk,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,6,Msk,44
2011/2012,BC Public School,9393003,Ecole des Sentiers-Alpins,Standard,KF,10,44
2011/2012,BC Public School,9393004,Penticton Secondary,Standard,9,Msk,34
2011/2012,BC Public School,9393004,Penticton Secondary,Standard,10,Msk,34
2011/2012,BC Public School,9393004,Penticton Secondary,Standard,11,10,34
2011/2012,BC Public School,9393004,Penticton Secondary,Standard,12,11,34
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,7,73,245
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,8,50,245
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,9,36,245
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,10,25,245
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,11,41,245
2011/2012,BC Public School,9393005,Ecole secondaire Jules-Verne,Standard,12,20,245
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,1,18,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,2,18,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,3,Msk,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,4,15,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,5,15,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,6,Msk,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,7,12,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,8,Msk,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,9,10,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,10,Msk,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,12,Msk,142
2011/2012,BC Public School,9393006,Au Coeur de L'ile,Standard,KF,18,142
2011/2012,BC Public School,9399177,Ecole Virtuelle,District Distance Ed,12,Msk,Msk
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,1,23,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,2,20,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,3,24,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,4,22,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,5,20,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,6,17,148
2011/2012,BC Independent School,596109,St Mary's Catholic Independent,Standard,KF,22,148
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,1,12,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,2,Msk,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,3,14,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,4,15,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,5,15,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,6,20,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,7,14,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,8,11,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,9,14,137
2011/2012,BC Independent School,596640,Kootenay Christian Academy,Standard,KF,13,137
2011/2012,BC Independent School,596715,Fernie Academy,Standard,1,25,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,2,25,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,3,31,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,4,17,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,5,24,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,6,20,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,7,18,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,8,14,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,9,10,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,10,11,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,11,10,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,12,Msk,225
2011/2012,BC Independent School,596715,Fernie Academy,Standard,KF,13,225
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,1,13,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,2,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,3,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,4,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,5,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,6,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,7,Msk,42
2011/2012,BC Independent School,597007,?A'q'amnik Primary School,Standard,KF,Msk,42
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,1,Msk,24
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,2,11,24
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,6,Msk,24
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,7,Msk,24
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,8,Msk,24
2011/2012,BC Independent School,696795,Kimberley Independent School,Standard,KF,Msk,24
2011/2012,BC Independent School,896143,St Joseph School,Standard,1,11,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,2,23,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,3,19,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,4,17,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,5,22,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,6,Msk,109
2011/2012,BC Independent School,896143,St Joseph School,Standard,KF,11,109
2011/2012,BC Independent School,896220,Whole School,Standard,ELEMENTARY,20,27
2011/2012,BC Independent School,896220,Whole School,Standard,KF,Msk,27
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,1,29,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,2,28,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,3,24,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,4,22,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,5,29,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,6,18,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,7,25,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,8,13,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,9,19,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,10,10,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,11,14,263
2011/2012,BC Independent School,896340,Bountiful Elementary Secondary School,Standard,KF,32,263
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,1,17,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,2,19,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,3,21,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,4,19,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,5,10,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,6,20,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,7,16,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,8,19,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,KF,17,161
2011/2012,BC Independent School,896449,Nelson Waldorf School,Standard,KH,Msk,161
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,1,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,2,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,3,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,4,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,5,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,6,Msk,33
2011/2012,BC Independent School,896710,Nelson Christian Community School,Standard,KH,Msk,33
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,8,95,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,9,109,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,10,50,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,11,44,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,12,54,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,ELEMENTARY,992,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,GRADUATED ADULT,Msk,1495
2011/2012,BC Independent School,896721,SelfDesign Learning Community (DL),District Distance Ed,KF,148,1495
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,1,17,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,2,12,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,3,19,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,4,16,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,5,20,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,6,18,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,7,20,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,8,Msk,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,9,15,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,10,Msk,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,11,Msk,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,12,Msk,174
2011/2012,BC Independent School,896726,Mormon Hills Elementary Secondary,Standard,KF,13,174
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,1,13,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,2,20,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,3,12,168
