DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_YEAR,MEASURE_NAME,MEASURE_VALUE
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2004/2005,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2005/2006,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2006/2007,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2007/2008,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2008/2009,FIRST TIME GRADE 12 GRAD,88
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2009/2010,FIRST TIME GRADE 12 GRAD,88
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2010/2011,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,34,Abbotsford,,,2011/2012,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,35,Langley,,,1996/1997,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,35,Langley,,,1997/1998,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,35,Langley,,,1998/1999,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,35,Langley,,,1999/2000,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,35,Langley,,,2000/2001,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,35,Langley,,,2001/2002,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,35,Langley,,,2002/2003,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,35,Langley,,,2003/2004,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,35,Langley,,,2004/2005,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,35,Langley,,,2005/2006,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,35,Langley,,,2006/2007,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,35,Langley,,,2007/2008,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,35,Langley,,,2008/2009,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,35,Langley,,,2009/2010,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,35,Langley,,,2010/2011,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,35,Langley,,,2011/2012,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,36,Surrey,,,1996/1997,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,36,Surrey,,,1997/1998,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,36,Surrey,,,1998/1999,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,36,Surrey,,,1999/2000,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,36,Surrey,,,2000/2001,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,36,Surrey,,,2001/2002,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,36,Surrey,,,2002/2003,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,36,Surrey,,,2003/2004,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,36,Surrey,,,2004/2005,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,36,Surrey,,,2005/2006,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,36,Surrey,,,2006/2007,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,36,Surrey,,,2007/2008,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,36,Surrey,,,2008/2009,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,36,Surrey,,,2009/2010,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,36,Surrey,,,2010/2011,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,36,Surrey,,,2011/2012,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,37,Delta,,,1996/1997,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,37,Delta,,,1997/1998,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,37,Delta,,,1998/1999,FIRST TIME GRADE 12 GRAD,65
DISTRICT LEVEL,BC Public School,37,Delta,,,1999/2000,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,37,Delta,,,2000/2001,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,37,Delta,,,2001/2002,FIRST TIME GRADE 12 GRAD,69
DISTRICT LEVEL,BC Public School,37,Delta,,,2002/2003,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,37,Delta,,,2003/2004,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,37,Delta,,,2004/2005,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,37,Delta,,,2005/2006,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,37,Delta,,,2006/2007,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,37,Delta,,,2007/2008,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,37,Delta,,,2008/2009,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,37,Delta,,,2009/2010,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,37,Delta,,,2010/2011,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,37,Delta,,,2011/2012,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,38,Richmond,,,1996/1997,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,38,Richmond,,,1997/1998,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,38,Richmond,,,1998/1999,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,38,Richmond,,,1999/2000,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,38,Richmond,,,2000/2001,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,38,Richmond,,,2001/2002,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,38,Richmond,,,2002/2003,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,38,Richmond,,,2003/2004,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,38,Richmond,,,2004/2005,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,38,Richmond,,,2005/2006,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,38,Richmond,,,2006/2007,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,38,Richmond,,,2007/2008,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,38,Richmond,,,2008/2009,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,38,Richmond,,,2009/2010,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,38,Richmond,,,2010/2011,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,38,Richmond,,,2011/2012,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,39,Vancouver,,,1996/1997,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,39,Vancouver,,,1997/1998,FIRST TIME GRADE 12 GRAD,66
DISTRICT LEVEL,BC Public School,39,Vancouver,,,1998/1999,FIRST TIME GRADE 12 GRAD,68
DISTRICT LEVEL,BC Public School,39,Vancouver,,,1999/2000,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2000/2001,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2001/2002,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2002/2003,FIRST TIME GRADE 12 GRAD,69
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2003/2004,FIRST TIME GRADE 12 GRAD,68
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2004/2005,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2005/2006,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2006/2007,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2007/2008,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2008/2009,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2009/2010,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2010/2011,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,39,Vancouver,,,2011/2012,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,40,New Westminster,,,1996/1997,FIRST TIME GRADE 12 GRAD,59
DISTRICT LEVEL,BC Public School,40,New Westminster,,,1997/1998,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,40,New Westminster,,,1998/1999,FIRST TIME GRADE 12 GRAD,62
DISTRICT LEVEL,BC Public School,40,New Westminster,,,1999/2000,FIRST TIME GRADE 12 GRAD,60
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2000/2001,FIRST TIME GRADE 12 GRAD,58
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2001/2002,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2002/2003,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2003/2004,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2004/2005,FIRST TIME GRADE 12 GRAD,71
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2005/2006,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2006/2007,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2007/2008,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2008/2009,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2009/2010,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2010/2011,FIRST TIME GRADE 12 GRAD,65
DISTRICT LEVEL,BC Public School,40,New Westminster,,,2011/2012,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,41,Burnaby,,,1996/1997,FIRST TIME GRADE 12 GRAD,69
DISTRICT LEVEL,BC Public School,41,Burnaby,,,1997/1998,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,41,Burnaby,,,1998/1999,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,41,Burnaby,,,1999/2000,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2000/2001,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2001/2002,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2002/2003,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2003/2004,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2004/2005,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2005/2006,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2006/2007,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2007/2008,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2008/2009,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2009/2010,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2010/2011,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,41,Burnaby,,,2011/2012,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,1996/1997,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,1997/1998,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,1998/1999,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,1999/2000,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2000/2001,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2001/2002,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2002/2003,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2003/2004,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2004/2005,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2005/2006,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2006/2007,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2007/2008,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2008/2009,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2009/2010,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2010/2011,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,,,2011/2012,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,1996/1997,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,1997/1998,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,1998/1999,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,1999/2000,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2000/2001,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2001/2002,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2002/2003,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2003/2004,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2004/2005,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2005/2006,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2006/2007,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2007/2008,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2008/2009,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2009/2010,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2010/2011,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,43,Coquitlam,,,2011/2012,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,1996/1997,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,1997/1998,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,1998/1999,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,1999/2000,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2000/2001,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2001/2002,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2002/2003,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2003/2004,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2004/2005,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2005/2006,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2006/2007,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2007/2008,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2008/2009,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2009/2010,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2010/2011,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,44,North Vancouver,,,2011/2012,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,1996/1997,FIRST TIME GRADE 12 GRAD,88
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,1997/1998,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,1998/1999,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,1999/2000,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2000/2001,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2001/2002,FIRST TIME GRADE 12 GRAD,90
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2002/2003,FIRST TIME GRADE 12 GRAD,89
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2003/2004,FIRST TIME GRADE 12 GRAD,92
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2004/2005,FIRST TIME GRADE 12 GRAD,95
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2005/2006,FIRST TIME GRADE 12 GRAD,93
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2006/2007,FIRST TIME GRADE 12 GRAD,93
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2007/2008,FIRST TIME GRADE 12 GRAD,94
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2008/2009,FIRST TIME GRADE 12 GRAD,95
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2009/2010,FIRST TIME GRADE 12 GRAD,94
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2010/2011,FIRST TIME GRADE 12 GRAD,93
DISTRICT LEVEL,BC Public School,45,West Vancouver,,,2011/2012,FIRST TIME GRADE 12 GRAD,93
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,1996/1997,FIRST TIME GRADE 12 GRAD,67
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,1997/1998,FIRST TIME GRADE 12 GRAD,62
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,1998/1999,FIRST TIME GRADE 12 GRAD,60
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,1999/2000,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2000/2001,FIRST TIME GRADE 12 GRAD,87
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2001/2002,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2002/2003,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2003/2004,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2004/2005,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2005/2006,FIRST TIME GRADE 12 GRAD,87
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2006/2007,FIRST TIME GRADE 12 GRAD,90
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2007/2008,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2008/2009,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2009/2010,FIRST TIME GRADE 12 GRAD,87
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2010/2011,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,46,Sunshine Coast,,,2011/2012,FIRST TIME GRADE 12 GRAD,85
DISTRICT LEVEL,BC Public School,47,Powell River,,,1996/1997,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,47,Powell River,,,1997/1998,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,47,Powell River,,,1998/1999,FIRST TIME GRADE 12 GRAD,80
DISTRICT LEVEL,BC Public School,47,Powell River,,,1999/2000,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,47,Powell River,,,2000/2001,FIRST TIME GRADE 12 GRAD,74
DISTRICT LEVEL,BC Public School,47,Powell River,,,2001/2002,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,47,Powell River,,,2002/2003,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,47,Powell River,,,2003/2004,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,47,Powell River,,,2004/2005,FIRST TIME GRADE 12 GRAD,66
DISTRICT LEVEL,BC Public School,47,Powell River,,,2005/2006,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,47,Powell River,,,2006/2007,FIRST TIME GRADE 12 GRAD,66
DISTRICT LEVEL,BC Public School,47,Powell River,,,2007/2008,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,47,Powell River,,,2008/2009,FIRST TIME GRADE 12 GRAD,72
DISTRICT LEVEL,BC Public School,47,Powell River,,,2009/2010,FIRST TIME GRADE 12 GRAD,69
DISTRICT LEVEL,BC Public School,47,Powell River,,,2010/2011,FIRST TIME GRADE 12 GRAD,73
DISTRICT LEVEL,BC Public School,47,Powell River,,,2011/2012,FIRST TIME GRADE 12 GRAD,66
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,1996/1997,FIRST TIME GRADE 12 GRAD,67
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,1997/1998,FIRST TIME GRADE 12 GRAD,58
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,1998/1999,FIRST TIME GRADE 12 GRAD,69
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,1999/2000,FIRST TIME GRADE 12 GRAD,79
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2000/2001,FIRST TIME GRADE 12 GRAD,75
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2001/2002,FIRST TIME GRADE 12 GRAD,77
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2002/2003,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2003/2004,FIRST TIME GRADE 12 GRAD,86
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2004/2005,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2005/2006,FIRST TIME GRADE 12 GRAD,76
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2006/2007,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2007/2008,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2008/2009,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2009/2010,FIRST TIME GRADE 12 GRAD,87
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2010/2011,FIRST TIME GRADE 12 GRAD,82
DISTRICT LEVEL,BC Public School,48,Sea to Sky,,,2011/2012,FIRST TIME GRADE 12 GRAD,83
DISTRICT LEVEL,BC Public School,49,Central Coast,,,1996/1997,FIRST TIME GRADE 12 GRAD,65
DISTRICT LEVEL,BC Public School,49,Central Coast,,,1997/1998,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,49,Central Coast,,,1998/1999,FIRST TIME GRADE 12 GRAD,78
DISTRICT LEVEL,BC Public School,49,Central Coast,,,1999/2000,FIRST TIME GRADE 12 GRAD,61
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2000/2001,FIRST TIME GRADE 12 GRAD,90
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2001/2002,FIRST TIME GRADE 12 GRAD,81
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2002/2003,FIRST TIME GRADE 12 GRAD,84
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2003/2004,FIRST TIME GRADE 12 GRAD,64
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2004/2005,FIRST TIME GRADE 12 GRAD,70
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2005/2006,FIRST TIME GRADE 12 GRAD,87
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2006/2007,FIRST TIME GRADE 12 GRAD,100
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2007/2008,FIRST TIME GRADE 12 GRAD,100
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2008/2009,FIRST TIME GRADE 12 GRAD,91
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2009/2010,FIRST TIME GRADE 12 GRAD,92
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
DISTRICT LEVEL,BC Public School,49,Central Coast,,,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
