DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE_ATTRIB,SCHOOL_NAME_ATTRIB,SCHOOL_YEAR,MEASURE_NAME,MASKED_VALUE
DISTRICT LEVEL,BC Public School,75,Mission,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,67.9
DISTRICT LEVEL,BC Public School,75,Mission,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,68.2
DISTRICT LEVEL,BC Public School,75,Mission,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,70.8
DISTRICT LEVEL,BC Public School,75,Mission,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,74.1
DISTRICT LEVEL,BC Public School,75,Mission,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,73
DISTRICT LEVEL,BC Public School,75,Mission,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,77.6
DISTRICT LEVEL,BC Public School,75,Mission,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,79.1
DISTRICT LEVEL,BC Public School,75,Mission,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,77.7
DISTRICT LEVEL,BC Public School,75,Mission,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,77.6
DISTRICT LEVEL,BC Public School,75,Mission,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,80.1
DISTRICT LEVEL,BC Public School,75,Mission,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,77.1
DISTRICT LEVEL,BC Public School,75,Mission,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,77.5
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,64.2
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,70.8
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,76.4
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,74.4
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,74.2
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,69.6
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,73.1
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,72.8
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,69.6
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,63.2
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,70
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,73.6
DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,73.1
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,66.5
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,66.5
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,68.4
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,70
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,70.4
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,70.9
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,71.1
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,69.6
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,71.8
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,70.1
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,74.7
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,77.6
DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,76.8
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,57.8
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,74.2
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,66.9
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,67.3
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,51.9
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,72.6
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,61.7
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,81
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,60.9
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,70.8
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,60.8
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,94.6
DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,86.4
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,68.6
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,71.6
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,70.1
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,74.5
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,71.6
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,74.3
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,72.1
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,72.3
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,68
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,65.1
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,70.6
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,69.7
DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,68.7
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,76.2
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,80.9
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,79.9
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,84.5
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,80.3
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,80.7
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,83.5
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,82.2
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,78.5
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,77.3
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,79.3
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,78.6
DISTRICT LEVEL,BC Public School,83,North Okanagan-Shuswap,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,83.4
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,80.1
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,45.4
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,57.4
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,64.2
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,61.5
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,58.8
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,69.7
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,60.9
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,61.7
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,67.7
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,46.4
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,52.3
DISTRICT LEVEL,BC Public School,84,Vancouver Island West,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,40.4
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,63.3
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,65
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,69.8
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,71.1
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,78.2
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,73.7
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,75.9
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,77.9
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,71.3
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,74.9
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,67.1
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,82.5
DISTRICT LEVEL,BC Public School,85,Vancouver Island North,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,74.8
DISTRICT LEVEL,BC Public School,87,Stikine,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,30.9
DISTRICT LEVEL,BC Public School,87,Stikine,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,26.4
DISTRICT LEVEL,BC Public School,87,Stikine,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,34.2
DISTRICT LEVEL,BC Public School,87,Stikine,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,28.2
DISTRICT LEVEL,BC Public School,87,Stikine,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,52.7
DISTRICT LEVEL,BC Public School,87,Stikine,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,61.9
DISTRICT LEVEL,BC Public School,87,Stikine,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,75.4
DISTRICT LEVEL,BC Public School,87,Stikine,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,59
DISTRICT LEVEL,BC Public School,87,Stikine,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,36
DISTRICT LEVEL,BC Public School,87,Stikine,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,39.6
DISTRICT LEVEL,BC Public School,87,Stikine,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,33.4
DISTRICT LEVEL,BC Public School,87,Stikine,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,44.6
DISTRICT LEVEL,BC Public School,87,Stikine,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,51.9
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,61.1
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,68.2
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,66.7
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,66.3
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,70
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,63.4
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,65.6
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,67.1
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,67.8
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,68.6
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,65.1
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,68.8
DISTRICT LEVEL,BC Public School,91,Nechako Lakes,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,69.7
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,54.6
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,42.2
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,43.2
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,65.4
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,53.7
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,63
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,55.3
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,60.5
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,41.4
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,61.8
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,35.9
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,20.6
DISTRICT LEVEL,BC Public School,92,Nisga'a,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,34.9
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,1999/2000,SIX YEAR DOGWOOD COMPLETION RATE,100
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2000/2001,SIX YEAR DOGWOOD COMPLETION RATE,97.9
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2001/2002,SIX YEAR DOGWOOD COMPLETION RATE,93
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2002/2003,SIX YEAR DOGWOOD COMPLETION RATE,85.7
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2003/2004,SIX YEAR DOGWOOD COMPLETION RATE,93.7
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2004/2005,SIX YEAR DOGWOOD COMPLETION RATE,82.1
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2005/2006,SIX YEAR DOGWOOD COMPLETION RATE,91.6
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2006/2007,SIX YEAR DOGWOOD COMPLETION RATE,91.9
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2007/2008,SIX YEAR DOGWOOD COMPLETION RATE,81.7
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2008/2009,SIX YEAR DOGWOOD COMPLETION RATE,84.9
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2009/2010,SIX YEAR DOGWOOD COMPLETION RATE,86.9
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2010/2011,SIX YEAR DOGWOOD COMPLETION RATE,81.1
DISTRICT LEVEL,BC Public School,93,Conseil scolaire francophone,,,2011/2012,SIX YEAR DOGWOOD COMPLETION RATE,88.1
