SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Independent School,,,3696610,Southridge School,Standard,2656 160 St,Surrey,BC,V3S0B7,604 535-5056,604 542-2343,49.0502,-122.779,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3696667,Iqra School,Standard,14590 116A Ave,Surrey,BC,V3R2V1,604 583-7530,604 583-7510,49.2142,-122.818,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,3696675,Surrey Muslim School,Standard,12407 72nd Ave,Surrey,BC,V3W2M5,604 599-6608,604 599-6790,49.134,-122.879,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3696720,Traditional Learning Academy Online,District Distance Ed,6225C 136 St,Surrey,BC,V3X1H3,604 572-3441,604 572-7832,49.116,-122.846,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3696765,Wind and Tide Kindergarten,Standard,21924 3rd Ave,Langley,BC,V2Z1R8,604 513-0077,604 648-8616,49.0073,-122.6167,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,3696797,Sikh Academy,Standard,12895-85 Ave,Surrey,BC,V3W0K8,604 599-3828,604 599-3824,49.1576,-122.866,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3696814,G.A.D. Elementary School,Standard,5988 184 St,Surrey,BC,V3S4N4,778 574-6888,778 574-6888,49.1109,-122.712,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Independent School,,,3696830,iLearn BC (DL),District Distance Ed,115 12830 80 Ave,Surrey,BC,V3W3A8,604 590-5504,604 592-9235,49.1245,-122.886,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Independent School,,,3796095,Sacred Heart,Standard,PO Box 10 STN Main,Delta,BC,V4K3N5,604 946-2611,604 946-0598,49.09,-123.0857,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3796130,Immaculate Conception School,Standard,8840 119 St,Delta,BC,V4C6M4,604 596-6116,604 596-4338,49.1635,-122.893,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3796132,Delta Christian School,Standard,4789 53 St,Delta,BC,V4K2Y9,604 946-2514,604 946-2589,49.09,-123.076,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,3796535,Boundary Bay Montessori House,Standard,3800 72 St,Delta,BC,V4K3N2,604 946-9814,604 946-9816,49.0713,-123.024,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3796694,Southpointe Academy,Standard,1741 56 St,Delta,BC,V4L2B2,604 948-8826,604 948-8853,49.0341,-123.069,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3896103,St Paul School,Standard,8251 St. Albans Rd,Richmond,BC,V6Y2L2,604 277-4487,604 277-1810,49.1534,-123.131,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896178,Richmond Christian School,Standard,10260 No. 5 Rd,Richmond,BC,V7A4E5,604 274-1122,604 272-7370,49.137,-123.092,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3896399,BC Muslim School,Standard,12300 Blundell Rd,Richmond,BC,V6W1B3,604 270-2511,604 270-2679,49.1554,-123.088,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896403,Choice School For Gifted Children,Standard,20451 Westminster Hwy,Richmond,BC,V6V1B3,604 273-2418,604 273-2419,49.1699,-122.994,ELEMENTARY,1,TRUE,FALSE
2011/2012,BC Independent School,,,3896463,St Joseph the Worker,Standard,4451 Williams Rd,Richmond,BC,V7E1J7,604 277-1115,604 272-5214,49.1411,-123.175,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896570,Richmond Jewish Day School,Standard,8760 No. 5 Rd,Richmond,BC,V6Y2V4,604 275-3393,604 275-9322,49.1498,-123.092,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896625,Cornerstone Christian Academy,Standard,7890 No. 5 Rd,Richmond,BC,V6Y2V2,604 303-9181,604 303-9187,49.1566,-123.092,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896729,Az-Zahraa Islamic Academy,Standard,8580 No. 5 Rd,Richmond,BC,V6Y2V4,604 274-7861,604 274-7862,49.1508,-123.092,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3896781,Ark Elementary,Standard,23071 Westminster HWY,Richmond,BC,V6V1B9,604 277-4386,,49.1786,-122.968,ELEMENTARY,K-2,TRUE,FALSE
2011/2012,BC Independent School,,,3996002,St George's School,Standard,4175 W 29th Ave,Vancouver,BC,V6S1V1,604 221-3890,604 224-7066,49.247,-123.2,ELEMENTARY SECONDARY,12-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,3996004,Crofton House,Standard,3200 41st Ave W,Vancouver,BC,V6N3E1,604 263-3255,604 263-4941,49.2347,-123.176,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996007,Vancouver College,Standard,5400 Cartier St,Vancouver,BC,V6M3A5,604 261-4285,604 261-2284,49.2369,-123.137,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996011,York House School,Standard,4176 Alexandra St,Vancouver,BC,V6J2V6,604 736-6551,604 736-6530,49.2487,-123.141,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996019,Little Flower Academy,Standard,4195 Alexandra St,Vancouver,BC,V6J4C6,604 738-9016,604 738-5749,49.2485,-123.142,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996022,Notre Dame Regional Secondary,Standard,2880 Venables St,Vancouver,BC,V5K4Z6,604 255-5454,604 255-2115,49.2765,-123.045,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996030,St Patrick Regional Secondary,Standard,115 11th Ave E,Vancouver,BC,V5T2C1,604 874-6422,604 874-5176,49.2612,-123.103,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996070,Blessed Sacrament School,Standard,3020 Heather St,Vancouver,BC,V5Z3K3,604 876-7211,604 876-7280,49.2583,-123.12,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996071,Vancouver Christian,Standard,3496 Mons Drive,Vancouver,BC,V5M3E6,604 435-3113,604 430-1591,49.254,-123.029,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2011/2012,BC Independent School,,,3996077,St Francis of Assisi,Standard,870 Victoria Dr,Vancouver,BC,V5L4E7,604 253-7311,604 253-7375,49.277,-123.065,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996083,Vancouver Talmud Torah Elementary,Standard,998 West 26th Ave,Vancouver,BC,V5Z2G1,604 736-7307,604 736-9754,49.2481,-123.127,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996113,Corpus Christi School,Standard,6344 Nanaimo St,Vancouver,BC,V5P4K7,604 321-1117,604 321-1410,49.2267,-123.059,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996128,Our Lady of Sorrows,Standard,575 Slocan St,Vancouver,BC,V5K3X5,604 253-2434,604 253-1523,49.2795,-123.049,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996129,Immaculate Conception School,Standard,3745 28 Ave W,Vancouver,BC,V6S1S6,604 224-5012,604 224-3721,49.2472,-123.187,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996135,St Andrew's,Standard,450 47th Ave E,Vancouver,BC,V5W2B4,604 325-6317,604 325-0920,49.2274,-123.096,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996138,St Augustine's,Standard,2145 8th Ave W,Vancouver,BC,V6K2A5,604 731-8024,604 739-1712,49.2649,-123.154,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996140,St Francis Xavier,Standard,428 Great Northern Way,Vancouver,BC,V5T4S5,604 254-2714,604 254-2514,49.2667,-123.092,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996145,St Joseph's,Standard,3261 Fleming St,Vancouver,BC,V5N3V6,604 872-5715,604 872-5700,49.2557,-123.071,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996147,St Jude's,Standard,2953 15th Ave E,Vancouver,BC,V5M2K7,604 434-1633,604 434-8677,49.2564,-123.043,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996150,St Mary's,Standard,5239 Joyce St,Vancouver,BC,V5R4G8,604 437-1312,604 437-1193,49.2371,-123.033,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996161,St Patrick's Elementary,Standard,2850 Quebec St,Vancouver,BC,V5T3A9,604 879-4411,604 879-3737,49.2598,-123.103,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996173,Our Lady of Perpetual Help,Standard,2550 Camosun St,Vancouver,BC,V6R3W6,604 228-8811,604 224-6822,49.2641,-123.197,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996216,Children's Hearing and Speech Centre BC,Standard,3575 Kaslo St,Vancouver,BC,V5M3H4,604 437-0255,604 437-0260,49.2526,-123.047,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,3996225,Vancouver Montessori School,Standard,8650 Barnard St,Vancouver,BC,V6P5G5,604 261-0315,604 261-2643,49.2076,-123.145,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,3996319,Columbia College,Standard,500 555 Seymour St,Vancouver,BC,V6B6J9,604 683-8360,604 682-7191,49.2835,-123.115,SENIOR SECONDARY,12-Nov,FALSE,TRUE
2011/2012,BC Independent School,,,3996322,Vancouver Hebrew Academy,Standard,1545 62nd Ave W,Vancouver,BC,V6P2E8,604 266-1245,604 264-0648,49.215,-123.142,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996332,Fraser Academy,Standard,2294 10th Ave W,Vancouver,BC,V6K2H8,604 736-5575,604 736-5578,49.2628,-123.157,ELEMENTARY SECONDARY,12-Feb,TRUE,TRUE
2011/2012,BC Independent School,,,3996364,Glen Eden School,Standard,8665 Barnard St,Vancouver,BC,V6P5G6,604 267-0394,604 267-0544,49.2075,-123.145,ELEMENTARY JR SECONDARY,10-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,3996390,Family Montessori School,Standard,4196 4th Ave W,Vancouver,BC,V6R4J5,604 224-2643,604 224-2638,49.2687,-123.199,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,3996433,Khalsa School (Vancouver),Standard,5987 Prince Albert St,Vancouver,BC,V5W3E2,604 321-1226,604 321-2709,49.2301,-123.088,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996435,St John's School,Standard,2215 10th Ave W,Vancouver,BC,V6K2J1,604 732-4434,604 732-1074,49.263,-123.156,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996451,King David High School,Standard,5718 Willow St,Vancouver,BC,V5Z4S9,604 263-9700,604 263-4848,49.2335,-123.124,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996471,Ivy Montessori School,Standard,103-3641 29th Ave W,Vancouver,BC,V6S1T5,604 221-9300,604 872-4377,49.2463,-123.186,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,3996475,Pacific Spirit School,Standard,4196 4th Ave W,Vancouver,BC,V6R4J5,604 222-1900,604 222-1934,49.2687,-123.199,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996506,S7umux Kindergarten,Standard,2881 Acadia Rd,Vancouver,BC,V6T1S1,604 822-3110,604 822-9195,49.262,-123.235,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,3996509,Vancouver Formosa Academy,Standard,5621 Killarney St,Vancouver,BC,V5R3W4,604 436-2332,604 436-2331,49.2337,-123.046,ELEMENTARY SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996527,St John's International,Standard,300-1885 Broadway W,Vancouver,BC,V6J1Y5,604 683-4572,604 683-4679,49.2638,-123.148,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,3996538,Royal Canadian College,Standard,8610 Ash St,Vancouver,BC,V6P3M2,604 738-2221,604 738-2282,49.207,-123.119,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,3996594,Madrona School,Standard,2050 10th Ave W,Vancouver,BC,V6J2B3,604 732-9965,,49.2628,-123.152,ELEMENTARY,07-Mar,TRUE,FALSE
2011/2012,BC Independent School,,,3996601,West Coast Christian School,Standard,15 Renfrew St N,Vancouver,BC,V5K3N6,604 255-2990,604 255-2103,49.2845,-123.044,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996645,West Point Grey Academy,Standard,4125 8th Ave W,Vancouver,BC,V6R4P9,604 222-8750,604 222-8756,49.2655,-123.197,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996659,Century High School,Standard,1788 Broadway W Unit 300,Vancouver,BC,V6J1Y1,604 730-8138,604 731-9542,49.2636,-123.145,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,3996662,St Anthony of Padua,Standard,1370 73rd Ave W,Vancouver,BC,V6P3E8,604 261-4043,604 261-4036,49.2049,-123.137,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,3996683,Westside Montessori,Standard,4157 Oak Street,Vancouver,BC,V6H2N1,604 731-6594,,49.2486,-123.128,UNSPECIFIED,K,TRUE,FALSE
2011/2012,BC Independent School,,,3996692,Stratford Hall,Standard,3000 Commercial Dr,Vancouver,BC,V5N4E2,604 436-0608,604 436-0616,49.2576,-123.07,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996693,Anchor Point Montessori,Standard,1351 Hornby St,Vancouver,BC,V6Z1W7,604 687-6701,604 323-0978,49.2769,-123.131,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Independent School,,,3996717,Westside Christian School,Standard,5375 University Blvd,Vancouver,BC,V6T1K3,604 224-3030,604 224-3031,49.2654,-123.235,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,3996724,Westside Preparatory School,Standard,788 Beatty St,Vancouver,BC,V6B2M1,604 687-8021,604 687-8024,49.2778,-123.113,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996732,Pacific Torah Institute,Standard,5750 Oak St 4th Floor,Vancouver,BC,V6M2V9,604 261-1502,604 261-1526,49.2334,-123.128,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996733,Pattison High School,Standard,981 Nelson St,Vancouver,BC,V6Z3B6,604 608-8788,604 608-8789,49.2811,-123.126,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,3996764,Eaton Arrowsmith School,Standard,204 6190 Agronomy Rd,Vancouver,BC,V6T1Z3,604 264-8327,604 222-8327,49.2624,-123.244,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,3996771,Pacific Rim Montessori Academy,Standard,1819 Larch St,Vancouver,BC,V6K3N9,604 726-8428,604 304-2226,49.2698,-123.162,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Independent School,,,3996785,PALS Autism School,Standard,2409 Pender St E,Vancouver,BC,V5K2B2,604 251-7257,604 251-1627,49.2803,-123.056,ELEMENTARY SECONDARY,12-Apr,TRUE,TRUE
2011/2012,BC Independent School,,,3996793,Vancouver College DL,District Distance Ed,5400 Cartier St,Vancouver,BC,V6M3A5,604 261-4285,604 261-2284,49.2369,-123.137,SECONDARY,12,FALSE,TRUE
2011/2012,BC Independent School,,,3996805,Pacific Torah Institute International,Standard,5750 Oak St,Vancouver,BC,V6M2V9,604 261-1502,604 261-1526,49.2334,-123.128,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,3996810,Westside Montessori Academy,Standard,3075 Slocan St,Vancouver,BC,V5M3E4,604 434-9611,,49.2566,-123.05,ELEMENTARY,K-2,TRUE,FALSE
2011/2012,BC Independent School,,,3996823,Magnussen School,Standard,204-6190 Agronomy Rd,Vancouver,BC,V6T1Z3,604 264-8327,604 222-8327,49.2624,-123.244,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,3996843,Fawkes Academy DL,District Distance Ed,8874 Hudson St,Vancouver,BC,V6P4N2,604 261-8782,,49.20469,-123.13463,ELEMENTARY,1,TRUE,FALSE
2011/2012,BC Independent School,,,3996845,Pattison School,Standard,981 Nelson St,Vancouver,BC,V6Z3B6,604 608-8788,604 608-8789,49.28092,-123.12513,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,4096707,Purpose Independent Secondary School,Standard,40 Begbie St,New Westminster,BC,V3M3L9,604 526-2522,604 526-6546,49.2023,-122.911,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,4096708,Urban Academy,Standard,101 Third St,New Westminster,BC,V3L2P9,604 524-2211,604 524-2711,49.2081,-122.907,ELEMENTARY SECONDARY,K-11,TRUE,TRUE
2011/2012,BC Independent School,,,4096747,Al-Hidayah School,Standard,7 - 6th St,New Westminster,BC,V3L2Y7,604 524-2752,604 524-2757,49.203,-122.907,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196031,St Thomas More Collegiate,Standard,7450 12th Ave,Burnaby,BC,V3N2K1,604 521-1801,604 520-0725,49.2154,-122.939,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4196072,Holy Cross Elementary School,Standard,1450 Delta Ave,Burnaby,BC,V5B3G2,604 299-3530,604 299-3534,49.2715,-122.992,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196085,Our Lady of Mercy,Standard,7481 10th Ave,Burnaby,BC,V3N2S1,604 526-7121,604 520-3194,49.2142,-122.937,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196118,St Michaels,Standard,9387 Holmes St,Burnaby,BC,V3N4C3,604 526-9768,604 540-9799,49.2357,-122.896,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196139,St Francis de Sales,Standard,6656 Balmoral St,Burnaby,BC,V5E1J1,604 435-5311,604 434-4798,49.2201,-122.966,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196141,St Helen's,Standard,3894 Triumph St,Burnaby,BC,V5C1Y7,604 299-2234,604 299-3565,49.2837,-123.019,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196169,Deer Lake SDA School,Standard,5550 Gilpin St,Burnaby,BC,V5G2H6,604 434-5844,604 434-5845,49.2417,-122.983,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4196182,John Knox Christian School,Standard,1432 Brunette Ave,Coquitlam,BC,V3K1G5,604 522-1410,604 522-4606,49.2263,-122.9205,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4196636,Burnaby Montessori School,Standard,3905 Norland Ave,Burnaby,BC,V5G4T8,604 298-1661,604 298-2252,49.2491,-122.975,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,4196727,Mediated Learning Academy,Standard,550 Thompson Ave,Coquitlam,BC,V3J3Z8,604 937-3641,604 931-5155,49.268,-122.8908,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4196753,Whytecliff Agile Learning Centre-Burnaby,Standard,3450 Boundary Rd,Burnaby,BC,V5M4A5,604 438-4451,604 438-5572,49.2537,-123.023,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4196766,Carver Christian High School,Standard,7650 Sapperton Ave,Burnaby,BC,V3N4E1,604 523-1580,604 523-9646,49.2365,-122.9,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4296099,Maple Ridge Christian School,Standard,12140 203 St,Maple Ridge,BC,V2X2Z5,604 465-4442,604 465-1685,49.223,-122.657,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4296153,St Patrick's,Standard,22589 121 Ave,Maple Ridge,BC,V2X3T5,604 467-1571,604 467-2686,49.2224,-122.596,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4296369,James Cameron School,Standard,20245 Dewdney Trunk Rd,Maple Ridge,BC,V2X3C9,604 465-8444,604 465-4561,49.2215,-122.659,ELEMENTARY,07-Feb,TRUE,FALSE
2011/2012,BC Independent School,,,4296400,Meadowridge School,Standard,12224 240 St,Maple Ridge,BC,V4R1N1,604 467-4444,604 467-4989,49.2239,-122.557,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4296468,MEADOW MONTESSORI,Standard,11391 Dartford St,Maple Ridge,BC,V2X1V6,604 465-3492,,49.2093,-122.65,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Independent School,,,4396074,Our Lady of Fatima,Standard,315 Walker St,Coquitlam,BC,V3K4C7,604 936-4228,604 936-4403,49.2423,-122.878,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4396137,Queen of All Saints Elementary,Standard,1405 Como Lake Ave,Coquitlam,BC,V3J3P4,604 931-9071,604 931-9089,49.2636,-122.854,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4396349,Coquitlam College,Standard,516 Brookmere Ave,Coquitlam,BC,V3J1W9,604 939-6633,604 939-0336,49.2511,-122.891,SENIOR SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Independent School,,,4396380,Our Lady of the Assumption,Standard,2255 Fraser Ave,Port Coquitlam,BC,V3B6G8,604 942-5522,604 942-8313,49.2694,-122.776,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4396579,British Columbia Christian Academy,Standard,1019 Fernwood Ave,Port Coquitlam,BC,V3B5A8,604 941-8426,604 945-6455,49.28,-122.744,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4396588,Traditional Learning Academy,Standard,1189 Rochester Ave,Coquitlam,BC,V3K2X3,604 931-7265,604 931-3432,49.2451,-122.857,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4396629,Archbishop Carney Regional Secondary,Standard,1335 Dominion Ave,Port Coquitlam,BC,V3B8G7,604 942-7465,604 942-5289,49.2585,-122.751,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4396635,Hope Lutheran Christian School,Standard,3151 York St,Port Coquitlam,BC,V3B4A7,604 942-5322,604 942-5311,49.2704,-122.765,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,4396681,Canyon Springs Montessori,Standard,2910 Walton Ave,Coquitlam,BC,V3B2W3,604 945-0566,604 945-1842,49.2899,-122.801,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,4396806,Children of Integrity Montessori,Standard,2541 Quay Pl,Coquitlam,BC,V3H3S7,604 461-1223,604 461-228,49.2734,-122.821,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4496062,St Thomas Aquinas,Standard,541 Keith Rd W,North Vancouver,BC,V7M1M5,604 987-4431,604 987-7816,49.3199,-123.086,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4496120,Holy Trinity School,Standard,128 27th St W,North Vancouver,BC,V7N2H1,604 987-4454,604 987-0360,49.3342,-123.073,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4496151,St Edmund's,Standard,535 Mahon Ave,North Vancouver,BC,V7M2R7,604 988-7364,604 988-7350,49.3181,-123.081,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4496204,Kenneth Gordon,Standard,420 Seymour River Pl,North Vancouver,BC,V7H1S8,604 524-5224,604 524-8297,49.3094,-123.017,ELEMENTARY,1,TRUE,FALSE
2011/2012,BC Independent School,,,4496214,Vancouver Waldorf School,Standard,2725 St. Christophers Rd,North Vancouver,BC,V7K2B6,604 985-7435,604 985-4948,49.3335,-123.046,ELEMENTARY SECONDARY,12-Jan,TRUE,TRUE
2011/2012,BC Independent School,,,4496474,North Vancouver Christian Academy,Standard,2800 Mountain Hwy,North Vancouver,BC,V7J2N6,604 986-2288,604 904-2143,49.3343,-123.038,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Independent School,,,4496551,Bodwell High School,Standard,955 Harbourside Dr,North Vancouver,BC,V7P3S4,604 924-5056,604 924-5058,49.3145,-123.099,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4496606,Lions Gate Christian Academy,Standard,420 Seymour River Pl,North Vancouver,BC,V7H1S8,604 984-8226,604 984-8254,49.3094,-123.017,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Independent School,,,4496638,L'ecole Francaise Int'l de Vancouver,Standard,4343 Starlight Way,North Vancouver,BC,V7N3N8,604 924-2457,604 924-4483,49.3499,-123.075,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4496652,St Pius X Elementary School,Standard,1150 Mount Seymour Rd,North Vancouver,BC,V7G1R6,604 929-0345,604 929-5051,49.3169,-122.969,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Independent School,,,4496654,North Star Montessori Elementary School,Standard,1325 Keith Rd E,North Vancouver,BC,V7J1J3,604 980-1205,604 980-1805,49.3132,-123.037,ELEMENTARY,K-1,TRUE,FALSE
2011/2012,BC Independent School,,,4496705,Vancouver Waldorf Early Childhood School,Standard,2725 St. Christophers Rd,North Vancouver,BC,V7K2B6,604 985-7435,604 985-4948,49.3335,-123.046,ELEMENTARY,K,TRUE,FALSE
2011/2012,BC Independent School,,,4496739,Brockton Preparatory School,Standard,3467 Duval Rd,North Vancouver,BC,V7J3E8,604 929-9201,604 929-9501,49.3405,-123.022,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Independent School,,,4496803,Bodwell Academy,Standard,955 Harbourside Dr,North Vancouver,BC,V7P3S4,604 924-5056,604 924-5058,49.3145,-123.099,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Independent School,,,4596076,St Anthony's,Standard,595 Keith Rd,West Vancouver,BC,V7T1L8,604 922-0011,604 922-3196,49.3309,-123.132,ELEMENTARY,K-7,TRUE,FALSE
