SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Public School,63,Saanich,6363007,Keating Elementary,Standard,6843 Central Saanich Rd,Victoria,BC,V8Z5V4,250 652-9261,250 652-2094,48.5678,-123.403,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363008,Lochside Elementary,Standard,1145 Royal Oak Dr,Victoria,BC,V8X3T7,250 658-5238,250 658-4982,48.5019,-123.361,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363010,Prospect Lake Elementary,Standard,321 Prospect Lake Rd,Victoria,BC,V9E1J7,250 727-3314,250 479-2927,48.5238,-123.433,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363011,Kelset Elementary,Standard,1800 Forest Park Dr,North Saanich,BC,V9L4B8,250 655-4648,250 655-4384,48.6253,-123.424,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363014,Sidney Elementary,Standard,2281 Henry Ave,Sidney,BC,V8L2A8,250 656-3958,250 656-2826,48.6531,-123.405,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,63,Saanich,6363020,Stelly's Secondary,Standard,1627 Stellys Cross Rd,Saanichton,BC,V8M1S8,250 652-4401,250 652-4404,48.5796,-123.434,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,63,Saanich,6363021,Claremont Secondary,Standard,4980 Wesley Rd,Victoria,BC,V8Y1Y9,250 658-5221,250 658-5387,48.5155,-123.374,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,63,Saanich,6363022,Parkland Secondary,Standard,10640 McDonald Park Rd,Sidney,BC,V8L5S7,250 655-2700,250 655-2701,48.6704,-123.422,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,63,Saanich,6363026,North Saanich Middle School,Standard,10475 McDonald Park Rd,Sidney,BC,V8L3H9,250 656-1129,250 656-2759,48.6666,-123.416,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,63,Saanich,6363027,Royal Oak Middle School,Standard,4564 West Saanich Rd,Victoria,BC,V8Z3G4,250 479-7128,250 479-4200,48.4975,-123.392,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,63,Saanich,6363028,Bayside Middle School,Standard,1101 Newton Pl,Brentwood Bay,BC,V8M1G2,250 652-1135,250 652-0110,48.5703,-123.454,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,63,Saanich,6398007,South Island Distance Education School,District Distance Ed,4575 Wilkinson Rd,Victoria,BC,V8Z7E8,250 704-4979,250 479-9870,48.4971,-123.395,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,63,Saanich,6399075,SD 63 Individual Learning Centre,Alternate,1649 Mount Newton Cross Rd,Saanichton,BC,V8M1L1,250 744-1174,250 744-2534,48.5977,-123.433,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464002,Salt Spring Elementary,Standard,122 Rainbow Rd,Salt Spring Island,BC,V8K2V5,250 537-9928,250 537-1397,48.8545,-123.502,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,64,Gulf Islands,6464003,Mayne Island School,Standard,535 Fernhill Road,Mayne Island,BC,V0N2J0,250 539-2371,250 539-2325,48.8471,-123.283,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,Standard,121 Sunset Blvd,Saturna Island,BC,V0N2Y0,250 539-2472,250 539-3173,48.7943,-123.173,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464005,Galiano Community School,Standard,1290 Sturdies Bay Rd,Galiano,BC,V0N1P0,250 539-2261,250 539-2318,48.8857,-123.333,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,Standard,120 Rainbow Rd,Salt Spring Island,BC,V8K2V5,250 537-1159,250 537-4991,48.8545,-123.502,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464007,Fernwood Elementary,Standard,150 Fernwood Rd,Salt Spring Island,BC,V8K1C5,250 537-9332,250 537-5386,48.9073,-123.538,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,Standard,5714 Canal Rd,Pender Island,BC,V0N2M1,250 629-3711,250 629-2023,48.7653,-123.268,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6464009,Fulford Community Elementary,Standard,203 Southridge Dr,Saltspring Island,BC,V8K1Y9,250 653-9223,250 653-2090,48.8327,-123.492,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Standard,112 Rainbow Rd,Salt Spring Island,BC,V8K2K3,250 537-9944,250 537-9512,48.8545,-123.501,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6499074,Phoenix Elementary,Alternate,163 Drake Rd,Salt Spring Island,BC,V8K2K8,250 537-1156,250 537-1842,48.8507,-123.505,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,64,Gulf Islands,6499219,Windsor House School,Standard,2132 Hamilton Ave,North Vancouver,BC,V7P2M3,604 903-3366,604 903-3367,49.32875,-123.09771,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Standard,158 Eckhardt Ave E,Penticton,BC,V2A1Z3,250 770-7750,250 770-7766,49.4922,-119.591,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715003,Naramata Elementary,Standard,3660 8th St,Naramata,BC,V0H1N0,250 496-5225,250 496-5172,49.5973,-119.593,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715004,Kaleden Elementary,Standard,152 Linden Ave,Kaleden,BC,V0H1K0,250 770-7692,250 497-6554,49.3884,-119.596,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715005,Carmi Elementary,Standard,400 Carmi Ave,Penticton,BC,V2A3G5,250 770-7697,250 492-0449,49.4826,-119.581,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715006,Queens Park Elementary,Standard,330 Power St,Penticton,BC,V2A5X2,250 770-7680,250 492-7901,49.4958,-119.603,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715007,West Bench Elementary,Standard,1604 West Bench Dr,Penticton,BC,V2A8Z3,250 770-7698,250 493-4161,49.5009,-119.63,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Standard,120 Green Ave W,Penticton,BC,V2A3T1,250 770-7620,250 492-7649,49.4633,-119.584,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715010,McNicoll Park Middle School,Standard,1213 Debeck Rd,Penticton,BC,V2A3Z1,250 770-7683,250 492-5981,49.49,-119.569,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715011,Uplands Elementary,Standard,145 Middle Bench Rd S,Penticton,BC,V2A8S7,250 770-7678,250 492-7093,49.502,-119.574,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715014,Columbia Elementary,Standard,1437 Allison St,Penticton,BC,V2A3X5,250 770-7676,250 492-6274,49.4861,-119.556,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,District Distance Ed,225 Kinney Ave,Penticton,BC,V2A3P2,250 770-7718,250 770-7661,49.4714,-119.589,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6715017,Parkway Elementary,Standard,225 Kinney Ave,Penticton,BC,V2A3P2,250 770-7686,250 492-7226,49.4714,-119.589,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6715018,Wiltse Elementary,Standard,640 Wiltse Blvd,Penticton,BC,V2A8J2,250 770-7694,250 490-0842,49.472,-119.566,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6767000,ConnectEd - Continuing Education,Continuing Ed,9518 Main St,Summerland,BC,V0H1Z0,250 770-7660,250 770-7656,49.6014,-119.678,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6767019,KVR Middle School,Standard,300 Jermyn Ave,Penticton,BC,V2A2E1,250 770-7600,250 770-7610,49.4917,-119.585,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6767020,Skaha Lake Middle School,Standard,110 Green Ave W,Penticton,BC,V2A3T1,250 770-7674,250 492-6108,49.4633,-119.583,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6767021,Summerland Middle School,Standard,13611 Kelly Ave,Summerland,BC,V0H1Z0,250 770-7685,250 770-7684,49.6037,-119.681,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Standard,9518 Main St,Summerland,BC,V0H1Z0,250 770-7650,250 770-7656,49.6014,-119.678,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6777003,Trout Creek Elementary,Standard,5811 Nixon Rd,Summerland,BC,V0H1Z0,250 494-7876,250 494-8825,49.5713,-119.626,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6777004,Giant's Head Elementary,Standard,10503 Prairie Valley Rd,Summerland,BC,V0H1Z0,250 770-7671,250 770-7672,49.5976,-119.684,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,67,Okanagan Skaha,6799182,ConnectEd - Junior Alternate,Alternate,274 Eckhardt Ave E,Penticton,BC,V2A1Z2,250 770-7769,250 770-7766,49.4935,-119.586,JUNIOR SECONDARY,10-Aug,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,Alternate,324 Eckhardt Ave E,Penticton,BC,V2A1Z2,250 770-7740,250 770-7743,49.4937,-119.586,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6799203,Summerland Secondary Alternate,Alternate,9518 Main St,Summerland,BC,V0H1Z0,250 770-7650,250 770-7656,49.6014,-119.678,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6799204,Princess Margaret AIM,Alternate,120 Green Ave W,Penticton,BC,V2A3T1,250 770-7620,250 492-7649,49.4635,-119.584,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,67,Okanagan Skaha,6799205,Penticton Secondary Stride,Alternate,158 Eckhardt Ave E,Penticton,BC,V2A1Z3,250 770-7750,250 770-7766,49.4933,-119.588,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,Continuing Ed,10 Strickland St,Nanaimo,BC,V9R4R9,250 753-4012,250 754-4494,49.1528,-123.935,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Standard,355 Wakesiah Ave,Nanaimo,BC,V9R3K5,250 740-2000,250 740-2020,49.1605,-123.961,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Standard,PO Box 190,Ladysmith,BC,V9G1A2,250 245-3043,250 245-4333,48.9903,-123.827,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,Standard,1640 Macmillan Rd,Nanaimo,BC,V9X1L9,250 722-2414,250 722-3071,49.1143,-123.866,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,Standard,2215 Gould Rd W,Nanaimo,BC,V9X1J9,250 722-2722,250 722-2055,49.0954,-123.854,ELEMENTARY,07-Apr,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Standard,6135 McGirr Rd,Nanaimo,BC,V9V1M1,250 756-4595,250 751-3405,49.235,-124.032,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,Standard,550 Seventh St,Nanaimo,BC,V9R3Z2,250 753-8211,250 753-2430,49.1476,-123.952,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Standard,1270 Strathmore St,Nanaimo,BC,V9S2L9,250 753-2271,250 753-5429,49.1882,-123.971,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Standard,3135 Mexicana Rd,Nanaimo,BC,V9T2W8,250 758-9191,250 758-3352,49.2097,-123.999,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,Standard,140 View St,Nanaimo,BC,V9R4N6,250 754-3231,250 754-2336,49.1519,-123.938,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,Standard,510 Millstone Ave,Nanaimo,BC,V9S5A9,250 754-7523,250 754-8314,49.1772,-123.955,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,Standard,1503 Cranberry Ave,Nanaimo,BC,V9R6R7,250 754-6983,250 754-3354,49.1225,-123.92,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,Standard,25 Cilaire Dr,Nanaimo,BC,V9S3C9,250 758-7941,250 751-8840,49.1936,-123.966,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,Standard,444 Parkhill Terr,Ladysmith,BC,V9G1W5,250 245-7187,250 245-3658,48.9729,-123.803,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,Standard,3004 Departure Bay Rd,Nanaimo,BC,V9T1B4,250 758-6541,250 751-1617,49.2075,-123.973,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,Standard,205 Howard Ave,Nanaimo,BC,V9R3R3,250 753-3418,250 741-1250,49.166,-123.955,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,Standard,2050 Latimer Rd,Nanaimo,BC,V9S2W5,250 758-6892,250 758-2373,49.1898,-123.987,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868038,Frank J. Ney Elementary,Standard,5301 Williamson Rd,Nanaimo,BC,V9V1L1,250 729-8045,250 729-8058,49.2351,-123.989,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868040,Gabriola Elementary,Standard,680 North Rd,Gabriola Island,BC,V0R1X0,250 247-9342,250 247-8639,49.1748,-123.84,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868041,Georgia Avenue Elementary,Standard,625 Georgia Ave,Nanaimo,BC,V9R3W3,250 753-1044,250 741-1324,49.1542,-123.953,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868044,Hammond Bay Elementary,Standard,1025 Morningside Dr,Nanaimo,BC,V9T1N5,250 758-5711,250 751-1873,49.2323,-123.966,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868048,Ladysmith Intermediate,Standard,317 French St,Ladysmith,BC,V9G1A6,250 245-3351,250 245-3117,48.994,-123.824,ELEMENTARY,07-Apr,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868049,Ladysmith Primary,Standard,510 6th Ave,Ladysmith,BC,V9G1A6,250 245-3912,250 245-4863,48.9892,-123.824,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868052,Mountain View Elementary,Standard,2480 Wellington Rd E,Nanaimo,BC,V9R5K5,250 753-2831,250 741-8320,49.1787,-124.014,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868055,McGirr Elementary,Standard,6199 McGirr Rd,Nanaimo,BC,V9V1C7,250 758-8946,250 756-0541,49.2404,-124.032,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868058,North Oyster Elementary,Standard,13470 Cedar Rd,Ladysmith,BC,V9G1H6,250 245-3330,250 245-2386,49.0445,-123.847,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868061,Park Avenue Elementary,Standard,395 Eighth St,Nanaimo,BC,V9R1A9,250 754-5591,250 754-5818,49.1436,-123.943,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868065,Pauline Haarer Elementary,Standard,400 Campbell St,Nanaimo,BC,V9R3G7,250 754-2722,250 741-0275,49.1684,-123.944,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868066,Pleasant Valley Elementary,Standard,6201 Dunbar Rd,Nanaimo,BC,V9T2P2,250 390-4027,250 390-2107,49.2269,-124.045,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868071,Quarterway Elementary,Standard,1632 Bowen Rd,Nanaimo,BC,V9S1G6,250 754-6845,250 754-6871,49.1792,-123.975,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868073,Randerson Ridge Elementary,Standard,6021 Nelson Rd,Nanaimo,BC,V9T5N7,250 758-5076,250 751-2261,49.2269,-124.027,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868076,Rock City Elementary,Standard,3741 Departure Bay Rd,Nanaimo,BC,V9T1C5,250 758-2434,250 758-4831,49.2099,-123.992,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868077,Rutherford Elementary,Standard,5840 Hammond Bay Rd,Nanaimo,BC,V9T5M6,250 758-5331,250 751-0829,49.2342,-124.019,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868080,Seaview Elementary,Standard,7000 Lantzville School Rd,Lantzville,BC,V0R2H0,250 390-4022,250 390-1302,49.2513,-124.077,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868081,South Wellington Elementary,Standard,RR 4 1536 Morden Rd,Nanaimo,BC,V9X1S2,250 754-2873,250 741-0346,49.0941,-123.89,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868085,Woodbank Primary,Standard,1984 Woobank Rd,Nanaimo,BC,V9X1K6,250 722-3644,250 722-3665,49.1016,-123.85,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868086,Uplands Park Elementary,Standard,3821 Stronach Dr,Nanaimo,BC,V9T3X4,250 758-3252,250 751-0635,49.2185,-124.01,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868323,Cinnabar Valley Elementary,Standard,1800 Richardson Rd,Nanaimo,BC,V9X1C9,250 716-1030,250 716-0476,49.1119,-123.928,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6868325,Coal Tyee Elementary,Standard,2280 Sun Valley Dr,Nanaimo,BC,V9T6P1,250 729-0450,250 729-0460,49.1933,-124.007,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6899021,5 Acres Alternate,Alternate,897 Harbour View St,Nanaimo,BC,V9R4V4,250 754-5341,250 741-1513,49.1462,-123.933,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6899022,Vast Centre,Alternate,10 Strickland St,Nanaimo,BC,V9R4R9,250 753-4012,250 753-4494,49.1528,-123.935,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6899114,Nanaimo Career & Technical Ctr,Standard,355 Wakesiah Ave,Nanaimo,BC,V9R3K5,250 740-2032,250 740-2040,49.1605,-123.961,SECONDARY,12,FALSE,TRUE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6899139,Learn @ Home K-7,District Distance Ed,3004 Departure Bay Rd,Nanaimo,BC,V9T1B4,250 758-6892,250 753-4494,49.2075,-123.973,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,68,Nanaimo-Ladysmith,6899165,Learn @ Home 8-12,District Distance Ed,355 Wakesiah Ave,Nanaimo,BC,V9R3K5,250 740-2038,250 740-2043,49.1605,-123.961,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,69,Qualicum,6969000,Continuing Education Centre SD 69,Continuing Ed,223 Mills St,Parksville,BC,V0P2H6,250 248-2969,250 248-2914,,,SECONDARY,12-Nov,FALSE,TRUE
2011/2012,BC Public School,69,Qualicum,6969001,Parksville Elementary,Standard,330 Craig St,Parksville,BC,V9P2G5,250 248-5778,250 248-7152,49.315,-124.312,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969002,French Creek Community School,Standard,2350 Alberni Highway,Coombs,BC,V0R1M0,250 248-9921,250 248-4131,49.3056,-124.426,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969006,Qualicum Beach Elementary,Standard,744 Primrose St,Qualicum Beach,BC,V9K1S7,250 752-6989,250 752-6983,49.3454,-124.444,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969012,Ecole Secondaire Ballenas Secondary,Standard,135 N. Pym Rd,Parksville,BC,V9P2H4,250 248-5721,250 954-1531,49.3219,-124.339,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,69,Qualicum,6969013,Winchelsea Elementary,Standard,140 Renz Rd,Parksville,BC,V9P2H2,250 248-3296,250 954-1734,49.3224,-124.342,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969014,Kwalikum Secondary,Standard,266 Village Way,Qualicum Beach,BC,V9K1L1,250 752-5651,250 752-8604,49.3487,-124.435,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,69,Qualicum,6969015,Bowser Elementary,Standard,4830 Faye Rd,Bowser,BC,V0R1G0,250 757-8487,250 757-8593,49.4453,-124.696,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969016,False Bay School,Standard,Weldon Rd,Lasqueti Island,BC,V0R2J0,250 333-8813,250 333-8772,49.497,-124.348,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Public School,69,Qualicum,6969017,Oceanside Middle School,Standard,980 Wright Rd,Parksville,BC,V9P2B3,250 248-4662,250 248-4628,49.3391,-124.355,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,69,Qualicum,6969018,Nanoose Bay Elementary,Standard,2875 Northwest Bay Rd,Nanoose Bay,BC,V9P9J9,250 468-7414,250 468-7515,49.2742,-124.192,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969019,Springwood Middle School,Standard,450 Despard Ave,Parksville,BC,V9P2G3,250 248-2038,250 954-1825,49.3114,-124.325,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,69,Qualicum,6969020,Arrowview Elementary,Standard,650 Bennett Rd,Qualicum Beach,BC,V9K1N1,250 752-3875,250 752-7291,49.348,-124.399,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969021,Errington Elementary,Standard,1390 Fairdowne Rd,Errington,BC,V0R1V0,250 248-8446,250 954-1593,49.2891,-124.346,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,69,Qualicum,6969022,Qualicum Beach Middle School,Standard,699 Claymore Rd,Qualicum Beach,BC,V9K1L9,250 752-9212,250 752-2960,49.3485,-124.438,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,69,Qualicum,6999094,Collaborative Education Alternative Prg.,District Distance Ed,140 Renx Rd (Portable),Parksville,BC,V9P2H2,250 248-5704,250 248-5026,49.3199,-124.305,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,69,Qualicum,6999123,Pass/Woodwinds Alternate,Alternate,223 Mills St,Parksville,BC,V9P2H6,250 248-2969,250 248-2914,49.3179,-124.301,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,70,Alberni,7070001,Alberni District Secondary,Standard,4000 Burde St,Port Alberni,BC,V9Y3L6,250 723-6251,250 723-2126,49.2417,-124.793,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,70,Alberni,7070002,Eric J Dunn Middle School,Standard,3500 Argyle St,Port Alberni,BC,V9Y3A8,250 723-7522,250 723-7557,49.2346,-124.786,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,70,Alberni,7070004,A W Neill Middle School,Standard,5055 Compton Rd,Port Alberni,BC,V9Y7B5,250 723-8151,250 723-5997,49.2694,-124.817,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2011/2012,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Standard,1450 Peninsula Rd,Ucluelet,BC,V0R3A0,250 726-7796,250 726-7710,48.9395,-125.544,SECONDARY,12-Aug,FALSE,TRUE
